,review_profile_name,review_rating,review_title,review_body,review_context,review_link,review_id,Place,Date,sentiment_label,cleaned_review_body,lemma_review_body,forAnalysis,predicted_sentiment,predicted_sentiment_score,predicted_emotions,emotion
277,Sanchay Sarda,5,Review,Does it really need review?,Reviewed in India on 19 July 2024,/gp/customer-reviews/R27H83SKBYSKX1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,278,India,19-07-2024,POSITIVE,really need review,really need review,True,NEGATIVE,0.9938139915466309,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
278,Sandeep,4,Over all great product,"Its a great product. Few things I did not like is the size. I would prefer small sized phones. The option was deprecated when I bought.Also I liked the previous control center coming from bottom and not from top corner, while the phone is big",Reviewed in India on 13 December 2023,/gp/customer-reviews/R1DHY9XXI0D2OV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,279,India,13-12-2023,POSITIVE,great product things not like size would prefer small sized phones option deprecated bought also liked previous control center coming bottom not top corner phone big,great product thing not like size would prefer small sized phone option deprecate bought also like previous control center come bottom not top corner phone big,True,POSITIVE,0.9986347556114197,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
279,sangeet,2,Phone dead in just 4 months. Screen blacked out,"Bought on 22 february,And nowadays phone totally dead.Without any damage, phone's screen automatically blacked out in running condition.Bad experience from Amazon and IPhone 🤦🏻‍♂️🤦🏻‍♂️",Reviewed in India on 24 July 2023,/gp/customer-reviews/RSCUZN2LVCI3P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,280,India,24-07-2023,NEGATIVE,bought on 22 february nowadays phone totally dead without any damage phone screen automatically blacked out in running condition bad experience amazon iphone,buy on 22 february nowadays phone totally dead without any damage phone screen automatically black out in run condition bad experience amazon iphone,True,NEGATIVE,0.9994756579399109,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.8197333216667175, 'surprise': None}",sadness
280,sanjay,5,Everything,Fine product and value for money,Reviewed in India on 1 September 2024,/gp/customer-reviews/R2DADU4ND5N608/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,281,India,01-09-2024,POSITIVE,fine product value for money,fine product value for money,True,POSITIVE,0.9988877177238464,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': 0.8654175400733948, 'sadness': None, 'surprise': None}",neutral
281,Sanjay,5,Excellent.,Value of money. Very hard and tough. Working normal even after sinking in water two times.,Reviewed in India on 20 July 2024,/gp/customer-reviews/R33D21BTYBDDQ0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,282,India,20-07-2024,POSITIVE,value money hard tough working normal even after sinking in water two times,value money hard tough work normal even after sink in water two time,True,POSITIVE,0.9952812790870667,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.7076801061630249, 'surprise': None}",sadness
282,Sanjay,2,Camera osm,"battery poor,build quality ok,battery very poor",Reviewed in India on 9 December 2023,/gp/customer-reviews/R2T4YCVSPOO1FZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,283,India,09-12-2023,NEGATIVE,battery poor build quality ok battery poor,battery poor build quality ok battery poor,True,NEGATIVE,0.999497652053833,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.861433207988739, 'surprise': None}",sadness
283,Sanjay Chouriya,1,Colour is removing,The colour of the iphone is removing from the upper side of the sound botton,Reviewed in India on 15 August 2024,/gp/customer-reviews/RXZ7UOPALQ0JO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,284,India,15-08-2024,NEGATIVE,colour iphone removing upper side sound botton,colour iphone remove upper side sound botton,True,NEGATIVE,0.9962279796600342,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': 0.7491356730461121, 'sadness': None, 'surprise': None}",neutral
284,Sanjay Joel,2,So Cheap About Apple Not Giving Charger!,"I paid 73,000 for a phone but they don't give a charger! Thats so cheap about apple. Apple told that they are not giving charger to cut down on waste. Good decision. If they think everyone has an iphone and compatible charger, then why they need to produce new phones in the first place? To cut down waste and save environment, they can stop producing phone as well, right? So all these corporate giants who talk about environment actually has a different intention. My 2 stars is not for the phone, but for their cheap tactics to cheat people.",Reviewed in India on 5 July 2022,/gp/customer-reviews/R17DSUC9K6LOHL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,285,India,05-07-2022,NEGATIVE,paid 73 000 for phone give charger thats cheap about apple apple told not giving charger cut on waste good decision think everyone iphone compatible charger need produce new phones in first place cut waste save environment stop producing phone right all corporate giants talk about environment different intention my 2 stars not for phone for cheap tactics cheat people,pay 73 000 for phone give charger that s cheap about apple apple tell not give charger cut on waste good decision think everyone iphone compatible charger need produce new phone in first place cut waste save environment stop produce phone right all corporate giant talk about environment different intention my 2 star not for phone for cheap tactic cheat people,True,NEGATIVE,0.9973338842391968,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
285,Sanjay Joshi,1,Useless brick,"This is just a brick. Cannot be used for calling or internet access unless you have wifi. This device has serious network issues. My One Plus 9 Pro and Realme 7 shows 100% network bars and internet work fast enought to stream multiple HD videos at the same time (speed test result 45mbps - airtel postpaid). But this apple device shows only 1 bar and sometimes none. You can't do anything other than just looking at phone. I kept 9 pro and iphone 13 at the same place at the same time having airtel postpaid sim card inserted. OnePlus gets full coverage of same network while iPhone gets only 1 bar coverage which cannot be used for anything. When I checked online, found that a lot of people facing same network issue with iPhone 13 series. Seriously, I would not recommend anyone to buy this brick.",Reviewed in India on 1 February 2022,/gp/customer-reviews/R38CJ7G3RM73LO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,286,India,01-02-2022,NEGATIVE,brick cannot used for calling internet access unless wifi device serious network issues my one plus 9 pro realme 7 shows 100 network bars internet work fast enought stream multiple hd videos same time speed test result 45mbps airtel postpaid apple device shows only 1 bar sometimes none anything other than looking phone kept 9 pro iphone 13 same place same time airtel postpaid sim card inserted oneplus gets full coverage same network iphone gets only 1 bar coverage cannot used for anything checked online found lot people facing same network issue with iphone 13 series seriously would not recommend anyone buy brick,brick can not use for call internet access unless wifi device serious network issue my one plus 9 pro realme 7 show 100 network bar internet work fast enought stream multiple hd video same time speed test result 45mbps airtel postpaid apple device show only 1 bar sometimes none anything other than look phone keep 9 pro iphone 13 same place same time airtel postpaid sim card insert oneplus get full coverage same network iphone get only 1 bar coverage can not use for anything check online find lot people face same network issue with iphone 13 series seriously would not recommend anyone buy brick,True,NEGATIVE,0.9994519352912903,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.8571808934211731, 'surprise': None}",sadness
286,Sanjeev,1,Original Phone or refurbished..?,I think there is some difference in Online Phone and phone purchased from Apple Store.1 side of Seal of the Box was not stick ; seal was not even pealed. Phone is working okay. But some doubt is still there.,Reviewed in India on 25 December 2023,/gp/customer-reviews/R2YAP1K9XTT66Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,287,India,25-12-2023,NEGATIVE,think some difference in online phone phone purchased apple store 1 side seal box not stick seal not even pealed phone working okay some doubt still,think some difference in online phone phone purchase apple store 1 side seal box not stick seal not even peal phone working okay some doubt still,True,NEGATIVE,0.9948787689208984,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
287,Sarfaraj k.,2,Quality of charging cable not good.,"I don't recommend others to purchase this phone on online offers, they sell you in less price but the quality of accessories they give you with is phone is compromised. Charging get damaged within 6 months from purchase.",Reviewed in India on 17 April 2024,/gp/customer-reviews/RAMEVMNHM3B89/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,288,India,17-04-2024,NEGATIVE,recommend others purchase phone on online offers sell in less price quality accessories give with phone compromised charging get damaged within 6 months purchase,recommend other purchase phone on online offer sell in less price quality accessory give with phone compromise charging get damage within 6 month purchase,True,NEGATIVE,0.999472439289093,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
288,Sarvesh,4,Massive one🌟,Its been more than 3 months since i purchased this during great Indian festival season in oct... quality is impressive... packaging is impressive but only one thing that i give it 4stars that amazon didn't provide open box delivery for this order....🫥 otherwise no issues...,Reviewed in India on 13 January 2024,/gp/customer-reviews/R150T36RIOO52K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,289,India,13-01-2024,POSITIVE,than 3 months since purchased great indian festival season in oct quality impressive packaging impressive only one thing give 4stars amazon didn provide open box delivery for order otherwise no issues,than 3 month since purchase great indian festival season in oct quality impressive packaging impressive only one thing give 4stars amazon didn provide open box delivery for order otherwise no issue,True,POSITIVE,0.9988813996315002,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': 0.7029069066047668}",surprise
289,Satendar,1,👎🏻,"I’m not happy with the iPhone 13. It gets hot with heavy usage and sometimes even hangs. For the price, I expected better performance.",Reviewed in India on 25 April 2024,/gp/customer-reviews/R240WB9B0CVX03/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,290,India,25-04-2024,NEGATIVE,m not happy with iphone 13 gets hot with heavy usage sometimes even hangs for price expected better performance,m not happy with iphone 13 get hot with heavy usage sometimes even hang for price expect well performance,True,NEGATIVE,0.9994679093360901,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.9245935678482056, 'surprise': None}",sadness
290,Sathish,5,iPhone 13 256GB,"It look so fabulous, I am android user switched to apple. I feel pleasant while using iPhone in hand. I like it very much 😍❤️",Reviewed in India on 16 August 2024,/gp/customer-reviews/R2HJRJW7MRIVNL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,291,India,16-08-2024,POSITIVE,look fabulous android user switched apple feel pleasant using iphone in hand like much,look fabulous android user switch apple feel pleasant use iphone in hand like much,True,POSITIVE,0.9987488985061646,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.9878979325294495, 'neutral': None, 'sadness': None, 'surprise': None}",joy
291,Sejal Mishra,1,Very bad camera n heat,"I never thought that I would receive such a bad iPhone from Amazon when I ordered it online. My iPhone is taking extremely blurry photos and it heats up quickly, within 10 minutes of using Instagram or snap. when I called customer service for a replacement,they refused to exchange it directly. This is the first time I bought an iPhone and I had a hard time saving up for it. I thought the camera would be great, but it is taking very blurry photos and overheating. I bought it for Rs. 60,499 because there was a bigger discount than on Flinkart but now I regret buying it from here because I think the seller sold it to me for a lower price due to their own faulty iPhone 13."" My only request is that you replace my iPhone 13 as soon as possible...Send a message...",Reviewed in India on 2 April 2023,/gp/customer-reviews/R18V66QTUDH847/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,292,India,02-04-2023,NEGATIVE,never thought would receive bad iphone amazon ordered online my iphone taking extremely blurry photos heats quickly within 10 minutes using instagram snap called customer service for replacement refused exchange directly first time bought iphone hard time saving for thought camera would great taking blurry photos overheating bought for rs 60 499 bigger discount than on flinkart regret buying think seller sold for lower price due own faulty iphone 13 my only request replace my iphone 13 soon possible send message,never think would receive bad iphone amazon order online my iphone take extremely blurry photo heat quickly within 10 minute use instagram snap call customer service for replacement refuse exchange directly first time buy iphone hard time save for think camera would great take blurry photo overheat buy for rs 60 499 big discount than on flinkart regret buying think seller sell for low price due own faulty iphone 13 my only request replace my iphone 13 soon possible send message,True,NEGATIVE,0.9994968175888062,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
292,SGS,1,Very big to handle otherwise fine,Very big to handle otherwise fine. Works like butter,Reviewed in India on 13 May 2024,/gp/customer-reviews/R1J06WGFZJU1K2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,293,India,13-05-2024,NEGATIVE,big handle otherwise fine works like butter,big handle otherwise fine work like butter,True,POSITIVE,0.998577356338501,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': 0.8300641179084778, 'sadness': None, 'surprise': None}",neutral
293,Shalin Sabu,4,Good,Value for money,Reviewed in India on 21 March 2024,/gp/customer-reviews/ROXAJL6924L0A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,294,India,21-03-2024,POSITIVE,value for money,value for money,False,POSITIVE,0.9982581734657288,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': 0.8572973012924194, 'sadness': None, 'surprise': None}",neutral
294,Shamsul Islam,1,Charging problam,"The phone hangs frequently, and the battery life is a letdown. I expected better for the high price I paid for the iPhone 13.",Reviewed in India on 15 May 2024,/gp/customer-reviews/RTUD8IL438JQS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,295,India,15-05-2024,NEGATIVE,phone hangs frequently battery life letdown expected better for high price paid for iphone 13,phone hang frequently battery life letdown expect well for high price pay for iphone 13,True,NEGATIVE,0.9995008707046509,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.8241121768951416, 'surprise': None}",sadness
295,shanuayitha,2,Got seal broken mobile all my excitement is gone. Very bad experience from amazon for the 1st time.,"while i receive the box seal is already broken but there is not damage. Delivery of seal broken mobile is very bad that’s why i am giving 2 rating. Tried to contact amazon but no use from the operator, this type of service is not excepted from the Amazon.",Reviewed in India on 14 May 2022,/gp/customer-reviews/R4O6ZO4B7IYHW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,296,India,14-05-2022,NEGATIVE,receive box seal already broken not damage delivery seal broken mobile bad giving 2 rating tried contact amazon no use operator type service not excepted amazon,receive box seal already break not damage delivery seal break mobile bad give 2 rating try contact amazon no use operator type service not except amazon,True,NEGATIVE,0.9995013475418091,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.7203919887542725, 'surprise': None}",sadness
296,Shashi B.,2,Mobile heated up quickly after use of some time.,Not working properly kinldy replace the item immediately,Reviewed in India on 21 October 2023,/gp/customer-reviews/RNRYEJZEDL34R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,297,India,21-10-2023,NEGATIVE,not working properly kinldy replace item immediately,not work properly kinldy replace item immediately,True,NEGATIVE,0.9994760155677795,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
297,shekhar,2,Defective product video calling is very noisy,The phone's video calling is very poor and noisy and call drops in between the conversation. The defect arises later after the return window is closed! Very bad experience 😔,Reviewed in India on 6 September 2024,/gp/customer-reviews/R23ZGSUS1HIL7U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,298,India,06-09-2024,NEGATIVE,phone video calling poor noisy call drops in between conversation defect arises later after return window closed bad experience,phone video call poor noisy call drop in between conversation defect arise later after return window close bad experience,True,NEGATIVE,0.9995015859603882,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
298,Shivam choudhary,2,Issues,I am using this many months so i am facing some minor issues like battery backup and service center very rudely so all over i think wast of time and money here.,Reviewed in India on 23 July 2024,/gp/customer-reviews/RORXRGOO1PED/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,299,India,23-07-2024,NEGATIVE,using many months facing some minor issues like battery backup service center rudely all over think wast time money,use many month face some minor issue like battery backup service center rudely all over think wast time money,True,NEGATIVE,0.9994935989379883,"{'anger': 0.919274628162384, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",anger
299,Shivam mendiratta,2,Disappointed,Not even a month has been completed and the power button got stucked inside it and phone started to get hang dont know whether the seller send a original piece or not,Reviewed in India on 15 April 2022,/gp/customer-reviews/R3SBQKKXFI6SKE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,300,India,15-04-2022,NEGATIVE,not even month completed power button got stucked inside phone started get hang dont know whether seller send original piece not,not even month complete power button get stucke inside phone start get hang do not know whether seller send original piece not,True,NEGATIVE,0.9994533658027649,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
300,shivam raj,2,Best review of iPhone 13,Very bad experience of battery and many more. Performance is not upto the mark. bekar hai bhaiya mai to toot gya ...😐,Reviewed in India on 23 August 2024,/gp/customer-reviews/R1K658EPSQNKHZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,301,India,23-08-2024,NEGATIVE,bad experience battery many performance not upto mark bekar hai bhaiya mai toot gya,bad experience battery many performance not upto mark bekar hai bhaiya mai toot gya,True,NEGATIVE,0.9994781613349915,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.9091603755950928, 'surprise': None}",sadness
301,Shobhan,4,Good,Good,Reviewed in India on 25 April 2024,/gp/customer-reviews/R28YJEJOMST81B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,302,India,25-04-2024,POSITIVE,good,good,False,POSITIVE,0.9985306262969971,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
302,Shreem Dwivedi,5,Sparky,Trend setter ❤️‍🔥,Reviewed in India on 9 August 2024,/gp/customer-reviews/RWKMTYXK4WCU1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,303,India,09-08-2024,POSITIVE,trend setter,trend setter,False,POSITIVE,0.996204674243927,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
303,Shreyank,4,Over price,Not value for money,Reviewed in India on 28 April 2024,/gp/customer-reviews/R2C6X6VE9R0VA2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,304,India,28-04-2024,POSITIVE,not value for money,not value for money,True,NEGATIVE,0.9994761347770691,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
304,Shreyas eshwar,4,Really good,Best offer I got,Reviewed in India on 18 June 2024,/gp/customer-reviews/R26LPIKR3TW347/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,305,India,18-06-2024,POSITIVE,best offer got,good offer get,True,POSITIVE,0.9797072410583496,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
305,Shriram,4,Best phone,"This phone camera good quality display 4K best but charging time phone heating ,battery life average hai",Reviewed in India on 6 July 2024,/gp/customer-reviews/R11BX6K0D5CEUN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,306,India,06-07-2024,POSITIVE,phone camera good quality display 4k best charging time phone heating battery life average hai,phone camera good quality display 4k well charge time phone heating battery life average hai,True,POSITIVE,0.9984970092773438,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
306,Shriram,1,Don’t buy it from Amazon,"Now filpcart is offering open box delivery but Amazon just giving so called secure delivery.. the delivery person even not allowed me to see the package is tampered or ok at time of delivery… my friend also have the same experience with Amazon n delivery person. Although I got genuine product, but everybody concerned about right product delivery. Amazon is my first choice when it comes to online shopping, but Amazon should be taken care of that and have to introduce open box delivery.😂😂😂 moreover Amazon offers open box delivery for dishwasher, TVs etc.. where chances are very less to have product issues or missing.. lastly you will get open box delivery for a Tv of 32” purchased @ around 10k but not for a IPhone like products even costing from few thousand to around one n half lack😂😂 still don’t go with Flipkart they are looting customers even after giving open box delivery… many fraud sellers are registered on Flipkart … so if having to much concern directly go to store n purchase there, even at store you can get card discounts n cash back like offers. In worst case you will pay 2 3k more as compared to online shopping but you will surely get original products… choice is yours….👍👍",Reviewed in India on 28 October 2023,/gp/customer-reviews/R7QK0WEU1KHQG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,307,India,28-10-2023,NEGATIVE,filpcart offering open box delivery amazon giving called secure delivery delivery person even not allowed see package tampered ok time delivery my friend also same experience with amazon n delivery person although got genuine product everybody concerned about right product delivery amazon my first choice comes online shopping amazon taken care introduce open box delivery moreover amazon offers open box delivery for dishwasher tvs etc chances less product issues missing lastly get open box delivery for tv 32 purchased around 10k not for iphone like products even costing thousand around one n half lack still go with flipkart looting customers even after giving open box delivery many fraud sellers registered on flipkart much concern directly go store n purchase even store get card discounts n cash back like offers in worst case pay 2 3k compared online shopping surely get original products choice,filpcart offer open box delivery amazon give call secure delivery delivery person even not allow see package tamper ok time delivery my friend also same experience with amazon n delivery person although get genuine product everybody concern about right product delivery amazon my first choice come online shopping amazon take care introduce open box delivery moreover amazon offer open box delivery for dishwasher tv etc chance less product issue miss lastly get open box delivery for tv 32 purchase around 10k not for iphone like product even cost thousand around one n half lack still go with flipkart loot customer even after give open box delivery many fraud seller register on flipkart much concern directly go store n purchase even store get card discount n cash back like offer in bad case pay 2 3k compare online shopping surely get original product choice,True,NEGATIVE,0.9957200884819031,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
307,Shubham,5,Nice,Very happy with the purchase. The camera quality is fantastic,Reviewed in India on 6 August 2024,/gp/customer-reviews/R2FRWV7D4J6JSC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,308,India,06-08-2024,POSITIVE,happy with purchase camera quality fantastic,happy with purchase camera quality fantastic,True,POSITIVE,0.9988736510276794,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.8806197047233582, 'neutral': None, 'sadness': None, 'surprise': None}",joy
308,SHUBHAM,4,Excellent Camera,"First thing first, checked if the product was original or not. For that, check the following1. If the screen has “True Tone” option.2. Check the Serial Number for “M” letter, indicates its new unit.3. Check if IMEI number of the product is same as mentioned on the box.4. Battery Health should be 100%.Pros:1. Camera is one of the best I have used so far.2. Haptic feedback is very great. I noticed it instantly.3. Battery optimisation is very good. It’s been more than a month and I have never charged it more than 85%. Still I get a days battery easily.4. OS. I have used Android before this. And change in OS was good change as well.Cons:Charge speed is slow. I only charge it when the battery % is around 20%. And it takes 1 to 1.5 hr to charge.Comments:I don’t play any games or do any heavy usage tasks on phone. It’s just daily tasks like social media, YouTube, etc.",Reviewed in India on 29 October 2023,/gp/customer-reviews/R1LC9I6C6TOH9B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,309,India,29-10-2023,POSITIVE,first thing first checked product original not for check following1 screen true tone option 2 check serial number for m letter indicates new unit 3 check imei number product same mentioned on box 4 battery health 100 pros 1 camera one best used far 2 haptic feedback great noticed instantly 3 battery optimisation good than month never charged than 85 still get days battery easily 4 os used android before change in os good change cons charge speed slow only charge battery around 20 takes 1 1 5 hr charge comments play any games any heavy usage tasks on phone daily tasks like social media youtube etc,first thing first check product original not for check following1 screen true tone option 2 check serial number for m letter indicate new unit 3 check imei number product same mention on box 4 battery health 100 pro 1 camera one well use far 2 haptic feedback great notice instantly 3 battery optimisation good than month never charge than 85 still get day battery easily 4 os use android before change in os good change con charge speed slow only charge battery around 20 take 1 1 5 hr charge comment play any game any heavy usage task on phone daily task like social medium youtube etc,True,POSITIVE,0.9985778331756592,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
309,Shubham,1,Hang issues,It hangs to much,Reviewed in India on 27 August 2024,/gp/customer-reviews/R29KUZBMY31UWG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,310,India,27-08-2024,NEGATIVE,hangs much,hang much,True,NEGATIVE,0.9971275925636292,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
310,Shubham bhilware,2,Good but chhapri mobile now,"Not impressed with the iPhone 13. The battery drains too fast, and it gets very hot during use. For the price, it’s a letdown.",Reviewed in India on 8 February 2024,/gp/customer-reviews/R1S51OT4CO4NLW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,311,India,08-02-2024,NEGATIVE,not impressed with iphone 13 battery drains fast gets hot use for price letdown,not impressed with iphone 13 battery drain fast get hot use for price letdown,True,NEGATIVE,0.9994743466377258,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': 0.8790929913520813}",surprise
311,Siddhardha Sagar. Rekhala,4,No charger,"Every thing is good about iPhones, there's nothing compared to it's speed and ios but i was disappointed because there's no charger for it even though Indian judiciary told them to provide , still they haven't made any progress regarding charger. Why should we spend 62k and more than that for iPhones because of it's brand and Acessories comfort size and Features right if that's not there what's point of buying an iPhone.Thank you🙏",Reviewed in India on 11 August 2024,/gp/customer-reviews/R345SEIPU4N2XD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,312,India,11-08-2024,POSITIVE,every thing good about iphones nothing compared speed ios disappointed no charger for even though indian judiciary told provide still haven made any progress regarding charger spend 62k than for iphones brand acessories comfort size features right not point buying iphone thank,every thing good about iphone nothing compare speed io disappoint no charger for even though indian judiciary tell provide still haven make any progress regard charger spend 62k than for iphone brand acessorie comfort size feature right not point buy iphone thank,True,NEGATIVE,0.9994589686393738,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
312,simi,1,Worst product,"It was a shocking experience using this iPhone 13. Trying to update the OS left the phone completely disabled. Local service center also could not resolve the problem , and it has been sent to Bangalore for serviceSuch an embarrassment from an apple product☹️",Reviewed in India on 5 January 2024,/gp/customer-reviews/R1MXFV11IPACC2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,313,India,05-01-2024,NEGATIVE,shocking experience using iphone 13 trying update os left phone completely disabled local service center also could not resolve problem sent bangalore for servicesuch embarrassment apple product,shocking experience use iphone 13 trying update os leave phone completely disabled local service center also could not resolve problem send bangalore for servicesuch embarrassment apple product,True,NEGATIVE,0.9994966983795166,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
313,Simran,2,Good,It was excellent,Reviewed in India on 21 July 2024,/gp/customer-reviews/R1GNAKCEV9Z8YW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,314,India,21-07-2024,NEGATIVE,excellent,excellent,False,POSITIVE,0.998656153678894,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.819532036781311, 'neutral': None, 'sadness': None, 'surprise': None}",joy
