review_profile_name,review_rating,review_title,review_body,review_context,review_link,review_id,Place,Date,sentiment_label
Mohd shadab,4,Mobile have more heat at the time of charging,All over good price is good less than other sources but it’s have heating issues while charging device. I know apple devices have heated while charging but it’s too hot than other devices,Reviewed in India on 11 May 2024,/gp/customer-reviews/R1P1TZGYMTX9WQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,178,India,11-05-2024,POSITIVE
Murthy,1,Performance is slow,After 9 months I used this is worest experiencePerformance is poor,Reviewed in India on 8 July 2024,/gp/customer-reviews/RZKS54GRM0F1C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,179,India,08-07-2024,NEGATIVE
MUSKAN MALIK,5,Perfect product,I find this perfect colour is amazing I would suggest this to everyone,Reviewed in India on 29 June 2024,/gp/customer-reviews/R2X28EWTQP4W3T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,180,India,29-06-2024,POSITIVE
Nagendra Singh Madnawat,4,The iPhone 13 - A Stunning Upgrade!,"The iPhone 13 is, without a doubt, a game-changer. As an avid Apple user, I recently upgraded to this incredible device, and it has exceeded my already high expectations in every way. Here's why I am thoroughly impressed with the iPhone 13:Performance: The A15 Bionic chip is a powerhouse. It makes everything I do on my phone feel lightning-fast and seamless. Whether I'm gaming, streaming, or multitasking, the iPhone 13 handles it all effortlessly.Display: The Super Retina XDR display is a work of art. The colors are vivid, the brightness is exceptional, and the contrast is stunning. Whether I'm watching movies, browsing the web, or scrolling through social media, the visual experience is second to none.Camera: The camera system on the iPhone 13 is nothing short of amazing. It captures photos and videos with outstanding clarity and detail. The Night mode has been a game-changer for low-light photography, and the Cinematic mode for videos adds a whole new dimension to my creative endeavors.Battery Life: Apple has improved battery life on the iPhone 13, and it shows. I can go through an entire day of heavy usage without needing to reach for a charger. The battery management features are also impressive, ensuring I get the most out of every charge.iOS: The iPhone 13 runs on iOS, and the user experience is unmatched. The interface is intuitive, and the App Store offers a vast ecosystem of apps that enhance the device's capabilities.Design: The iPhone 13 boasts a sleek and premium design. It's durable and feels great in hand. The Ceramic Shield front cover offers extra protection, which is a welcome addition.5G Capability: The iPhone 13 is 5G-ready, which means I can experience lightning-fast data speeds and low latency, making it future-proof and ready for the latest advancements in mobile technology.Privacy and Security: Apple's commitment to user privacy and security is commendable. With features like Face ID and enhanced data protection, I feel confident that my personal information is in safe hands.In summary, the iPhone 13 is a stunning upgrade, delivering on Apple's legacy of innovation and excellence. It offers exceptional performance, a breathtaking display, a camera system that redefines mobile photography and videography, and a design that exudes luxury. This device is a testament to Apple's commitment to pushing the boundaries of what a smartphone can be. If you're looking for the best in the business, the iPhone 13 is it. I wholeheartedly recommend it to anyone seeking a top-tier mobile experience. It's worth every penny and more!",Reviewed in India on 1 November 2023,/gp/customer-reviews/R432I1P1SAZJS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,181,India,01-11-2023,POSITIVE
Nanthini,1,Box was already opened,"I have ordered iphone13, and i have received on 14/01/2024, while receiving i found that box was already opened. And some scratches in the panel,Very worst experience",Reviewed in India on 14 January 2024,/gp/customer-reviews/R1AWEJWRZ04AIF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,182,India,14-01-2024,NEGATIVE
nareshbabu,4,Overall,I am very happy to got this,Reviewed in India on 12 March 2024,/gp/customer-reviews/RDEQ4BTBK5U4Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,183,India,12-03-2024,POSITIVE
Naveen Reddy,4,Good one as expected,"It has been about a month since received the phone. My over all experience of using it has been excellent as of now. But the only thing which I felt compromised is the battery life. When using often, I am seeing the battery getting drained fast.Except that, everything has been in line with my expectations from an Iphone.",Reviewed in India on 11 November 2023,/gp/customer-reviews/R2EFJIEHLJXFC7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,184,India,11-11-2023,POSITIVE
Naveen Yadav,2,Received damaged product,Recently purchased an iPhone 13 but it has scratches around camera and amazon not replacing it saying contact to theapple,Reviewed in India on 9 May 2022,/gp/customer-reviews/R3GM8X2S6KTDG5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,185,India,09-05-2022,NEGATIVE
Navroop Singh Bajwa,1,Rumor of exchange old phone,It’s the strategy of the Amazon that advertise the exchange the old phone while shopping new one but actually they don’t exchange because they will give only Rs 400/- value instead of 2950/- for minute invisible scratch line on screen,Reviewed in India on 20 February 2024,/gp/customer-reviews/RS32PCZXF637Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,186,India,20-02-2024,NEGATIVE
Nibedita,5,I love it,Nice,Reviewed in India on 6 July 2024,/gp/customer-reviews/R66RSI0SENEH2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,187,India,06-07-2024,POSITIVE
nikhiles raychaudhury,2,An white elephant. wth retrograde design. Cheap appearance,The look is retrograde . Feel is cheap. Does not have physical double SIM. The Airtel does not offer eSIM for prepaid connection. Fortunately jio revised an eSIM that got activated in 2hrs’.There is nothing so spectacular about the camera. The cinematic mode is good.This is my first exposure to iphone.Impression : As good as any highend handset. Android is really more user friendly.Battery life for a new hand set is just good. Sustains 12hrs’ normal mixed use.,Reviewed in India on 28 September 2021,/gp/customer-reviews/R14YNTQBQHZDC8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,188,India,28-09-2021,NEGATIVE
nilesh sonawane,1,Don’t buy,Do not Buy this Product bcoz my I-Phone not took screenshot and other issues..,Reviewed in India on 10 March 2024,/gp/customer-reviews/RWUNV57KNMWB6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,189,India,10-03-2024,NEGATIVE
Nimesh Vyas,1,Worst experience… pls dont buy from Amazon,Its just 2 days and the device is overheating…. Amazon service is worst…. they routed me to Apple service centre instead of replacing the phone,Reviewed in India on 7 April 2024,/gp/customer-reviews/R249ZG5NWHKBZM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,190,India,07-04-2024,NEGATIVE
Nimit chavda,4,Nice,Tq,Reviewed in India on 16 May 2024,/gp/customer-reviews/R2WKBDIRJIL3C1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,191,India,16-05-2024,POSITIVE
nishant joshi,5,Nice,"The iPhone 13's camera is just fantastic! The photos come out so clear and vibrant, much better than my old Samsung. Really happy with this upgrade",Reviewed in India on 7 September 2024,/gp/customer-reviews/R3RKDGT0VR3V40/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,192,India,07-09-2024,POSITIVE
Nishant Kandhare,2,Iphone is heating,I had buy the iphone 1 month have passed but mobile is still heating no help from iphone care service and I am really frustrated with the experience with the iphone. If any help is there in online flatform then only buy other wise buy it offline.Bad experience.,Reviewed in India on 15 June 2022,/gp/customer-reviews/R3M4OMOD5SQNWF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,193,India,15-06-2022,NEGATIVE
Nishanth,1,Damaged piece,Received damaged piece which i was lately realised. Bought the mobile in October 2023. Observed screen flickering issue drastically from January 2024.,Reviewed in India on 26 July 2024,/gp/customer-reviews/R2RQMMV79XLZV2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,194,India,26-07-2024,NEGATIVE
Nitish Kumar,4,I chosen an iPhone as my first smartphone!!,"I’ve been very satisfied with its performance. The device offers a seamless user experience, with a sleek design and a vibrant display. Its camera quality is impressive, capturing sharp and vivid photos. The battery life has been reliable for my daily usage, and the ecosystem of apps and services is a huge advantage. Overall, I highly recommend this iPhone for anyone looking for a premium smartphone experience and I’m thrilled with my decision to choose an iPhone as my first smartphone!!",Reviewed in India on 23 October 2023,/gp/customer-reviews/RFEZ6UUFSU53H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,195,India,23-10-2023,POSITIVE
NITISH KUMAR SHARMA,2,Battery issue,"I bought Iphone 13 this battery is not good as other I phone’S battery.I am using I phone,s from long ago. My I phone 11 battery is still good as 13.",Reviewed in India on 28 October 2023,/gp/customer-reviews/R1FKGV3W5KHWS2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,196,India,28-10-2023,NEGATIVE
Nitish Sharma,5,Great Product at Great price,Loved the Product,Reviewed in India on 12 August 2024,/gp/customer-reviews/R2KPV0AW9OI8H0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,197,India,12-08-2024,POSITIVE
Nm,2,heating issue,Mobile heating when charging,Reviewed in India on 14 October 2023,/gp/customer-reviews/R1EQC9L1TCKTGX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,198,India,14-10-2023,NEGATIVE
Noob gaming,2,Damage in lens,I got scratches oncamera lensBad experienceI need return my productsI think Android is better than iPhones,Reviewed in India on 30 April 2024,/gp/customer-reviews/R3LMPQMXN7K2C3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,199,India,30-04-2024,NEGATIVE
Noor Agro Food,4,Amazing,"Finally Switched from android. In hand feel is super amazing. they are still susceptible to hacking, among other types of security threats. Photos comes out ver good .Screen quality is wow i mean watching experience is super satisfying.",Reviewed in India on 29 June 2024,/gp/customer-reviews/RAXWC1QXRX24X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,200,India,29-06-2024,POSITIVE
Not bad,4,Good,Cool,Reviewed in India on 18 July 2024,/gp/customer-reviews/RV70X0EJA15YG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,201,India,18-07-2024,POSITIVE
Okays,5,Good,Overall good,Reviewed in India on 18 July 2024,/gp/customer-reviews/R2121SHG9LEMRS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,202,India,18-07-2024,POSITIVE
Omkar J.,5,Good Quality Product,I am happy to share that my personal review. iPhone is very smooth to handle. Display was too good. Camera quality is amazing.Worth it 👍,Reviewed in India on 6 September 2024,/gp/customer-reviews/R2R5LHYWFMYAMV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,203,India,06-09-2024,POSITIVE
Online shopper,2,Poor battery backup,"Horrible battery backup. 60k phone barely gives you 3 - 3.5 hours SOT.If you are moving to ios from android get ready to be disappointed. A lot of things that we take for granted in android takes much more effort here, and they charge extra for it.Positive points areQuick/smooth transitional animationsSound qualityPicture and video qualityI found iphone to be an overhyped product.",Reviewed in India on 30 July 2024,/gp/customer-reviews/R2N4YWVAPHNHCM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,204,India,30-07-2024,NEGATIVE
paddu,5,Best phone that too in budget,"The iPhone 13 is a solid upgrade, especially for those coming from older models. Its improvements in battery life, camera capabilities, and processing power make it a worthwhile consideration. However, if you already have an iPhone 12, the changes might not be significant enough to justify an immediate upgrade unless the new camera features or increased battery life are particularly important to you",Reviewed in India on 31 July 2024,/gp/customer-reviews/R1P84CZGES9AFR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,205,India,31-07-2024,POSITIVE
Palak Mishra,4,Amazon helped me again,"I was dying to buy this at an affordable rate and amazon made it happen, the packaging was nice and the product is in amazing condition",Reviewed in India on 30 January 2024,/gp/customer-reviews/R1WRT26ND2H5G4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,206,India,30-01-2024,POSITIVE
Pankaj Kumar,5,Redefining Excellence: A Review of the iPhone 13 128GB,"The iPhone 13 128GB has surpassed my expectations in every aspect, setting a new standard for smartphone excellence. From its sleek design to its powerful performance and innovative features, this device has truly redefined what it means to own a premium smartphone.Design and Build Quality:The iPhone 13’s design is a masterpiece of craftsmanship, featuring a sleek aluminum frame and a stunning ceramic shield front cover. The device feels incredibly premium in hand, with its compact form factor and exquisite attention to detail. The IP68 water and dust resistance provide added durability and peace of mind, making it perfect for everyday use.Display:The Super Retina XDR display of the iPhone 13 is nothing short of breathtaking. The 6.1-inch OLED screen delivers vibrant colors, deep blacks, and excellent brightness levels, ensuring an immersive viewing experience for everything from streaming videos to browsing the web. The True Tone technology adapts the display to ambient lighting conditions, providing a comfortable viewing experience at all times.Performance:Powered by the A15 Bionic chip, the iPhone 13 delivers unparalleled performance and responsiveness. Apps launch instantly, animations are buttery smooth, and multitasking is a breeze, thanks to the efficient CPU and GPU. Whether it’s gaming, productivity tasks, or content creation, this device handles everything with ease, making it a true powerhouse in the palm of your hand.Camera:The camera system of the iPhone 13 is a true game-changer, capturing stunning photos and videos with remarkable clarity and detail. The dual-camera setup includes a 12MP wide and ultra-wide lens, with features such as Night mode, Deep Fusion, and Smart HDR 4 elevating photography to new heights. The addition of Cinematic mode adds a cinematic touch to video recordings, allowing users to unleash their creativity like never before.Battery Life:Battery life on the iPhone 13 is exceptional, easily lasting a full day with heavy usage. The efficient power management of the A15 chip, coupled with software optimizations, ensures long-lasting performance without compromising on productivity or entertainment. With MagSafe charging and fast charging support, staying powered up on the go has never been easier or more convenient.iOS Experience:As expected, the iPhone 13 runs on the latest version of iOS, providing a seamless and intuitive user experience. iOS 15 introduces a host of new features and improvements, including Focus mode, Live Text, and enhanced privacy controls, further enhancing the overall user experience and productivity.Conclusion:In conclusion, the iPhone 13 128GB is a true masterpiece of innovation and excellence, delivering an unparalleled experience that is sure to delight even the most discerning smartphone users. With its stunning design, powerful performance, innovative features, and exceptional battery life, it’s not just a smartphone - it’s a lifestyle upgrade. If you’re looking for the best of the best, look no further than the iPhone 13.",Reviewed in India on 24 February 2024,/gp/customer-reviews/R11H1JWAKR2GEH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,207,India,24-02-2024,POSITIVE
Pashanta,1,CHARGED 1500 EXTRA BY AMAZON SELLER,"I bought iphone with exchange of old phome my exchange phone was all good no value depreciation still after giving otp the delivery person asked for 1500 more it was genuinely showing on his app but i asked him about did you made changes in exchange value he said no ,i wasnt isimply put an otp and it shows me 1500 to be paid ,i wasnt sure but i paid in surge of excitement by paytmNow i am expecting answers from amazonNever had such experienceApart from it phone was genuine and good no complaints about it",Reviewed in India on 13 October 2023,/gp/customer-reviews/R33OI0IZ93ET2A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,208,India,13-10-2023,NEGATIVE
Patidar ji,5,"Best phone for photos , gaming and battery under price","Phone 13 is best for all the features like its battery life is very good , display is ultra hd , this phone has very fast charging like in 1 hour it fully charge your phone , i have used this mobile since last year and this is best value for money mobile phone under this price . It is better then iphone 14",Reviewed in India on 23 June 2024,/gp/customer-reviews/R2F6AME53OIIN2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,209,India,23-06-2024,POSITIVE
paulsravan,4,Heating issues,Gets warm at heavy usage,Reviewed in India on 23 February 2024,/gp/customer-reviews/R1HV3REUK11P2R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,210,India,23-02-2024,POSITIVE
Pavan,4,After usage of 10 days,"The iPhone 13 is a stellar device that excels in various aspects, making it a top choice for anyone in the market for a new smartphoneDesign (5/5):The iPhone 13 boasts a refined and stylish design. Its build quality is top-notch, with a Ceramic Shield front cover and a robust aluminum frame. The color options are attractive, and the device feels great in the hand.Display (5/5):The Super Retina XDR display is a true showstopper. The colors are vibrant, and the contrast is exceptional. With a peak brightness of 800 nits, it's easy to view content even in bright sunlight. HDR content looks stunning, making it perfect for multimedia enthusiasts.Performance (5/5):Thanks to the A15 Bionic chip, the iPhone 13 delivers remarkable performance. It handles everything from multitasking to intensive gaming with ease. Apps launch quickly, and you'll experience minimal lag. This phone is a powerhouse.Camera (5/5):The dual-camera system on the iPhone 13 captures stunning photos and videos. The Night mode improvements are impressive, and the Cinematic mode adds a creative touch to videos. Whether you're a pro or a casual photographer, this phone will not disappoint.Battery Life (4.5/5):The battery life is commendable, easily lasting a full day with moderate usage. The new A15 chip is energy-efficient, which helps extend usage time. Fast charging and wireless charging support are valuable additions.Overall, the iPhone 13 is a remarkable smartphone that combines style, performance, and functionality. It's an investment in quality, and its reliability and future-proof features make it worth every penny. Whether you're upgrading from an older iPhone or switching from another brand, the iPhone 13 will not disappoint.",Reviewed in India on 21 October 2023,/gp/customer-reviews/R6O3NST10T0GJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,211,India,21-10-2023,POSITIVE
Pawan Sharma,2,Camera not working .,I need to replace my product as soon as possible it's camera is not working . It takes lot of time in switching the camera from back to front . Refund my money or replace the product I want a new one as soon as possible ! Not at all taking pictures .,Reviewed in India on 15 October 2023,/gp/customer-reviews/RL9NIZY562E2R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,212,India,15-10-2023,NEGATIVE
Phanindra reddy yeruva,2,Not worthy,"Speker issue , not as aspected",Reviewed in India on 19 February 2023,/gp/customer-reviews/R21D35TYJTRNM2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,213,India,19-02-2023,NEGATIVE
Piyush,5,Wonderful,Satisfied,Reviewed in India on 13 August 2024,/gp/customer-reviews/R21OISXYO0JAGZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,214,India,13-08-2024,POSITIVE
Placeholder,5,This is a the attempt to purchase for in all i-phone family...,"although, i-phone handling is quite different in compare to android phone. But this number is comparatively easier than others.",Reviewed in India on 16 August 2024,/gp/customer-reviews/R14GBSCQ7RL37N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,215,India,16-08-2024,POSITIVE
Placeholder,5,Awesome everything.Apple >>>>> Android,Loved it,Reviewed in India on 21 June 2024,/gp/customer-reviews/R2E44BAXV07ZLF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,216,India,21-06-2024,POSITIVE
Placeholder,4,As Expected,Apple is the leader in smartphone,Reviewed in India on 1 February 2024,/gp/customer-reviews/R2U42UT2LU92EG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,217,India,01-02-2024,POSITIVE
Placeholder,2,Discount Offer not Applied during Great Indian Festival,"The phone is amazing. However, amazon offered users for an instant discount for SBI debit/credit cardusers at the time of payment. This was not applied for my purchase although i used my SBI debit card. Tried talking with customer service, and sent email to support team. None was resolved, and not even heard from the team even after a month. Such a disappointment.",Reviewed in India on 4 December 2023,/gp/customer-reviews/RBG4YYOIHXGZP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,218,India,04-12-2023,NEGATIVE
Placeholder,2,bad speaker,"I’ve noticed that the iPhone 13 hangs often, and the battery drains quickly. It also gets hot during charging. Overall, not worth the high price.",Reviewed in India on 20 December 2023,/gp/customer-reviews/ROP8KNC5HVON5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,219,India,20-12-2023,NEGATIVE
Placeholder,2,Unable to update and transfer the data from old phone,From 12 hours and multiple try the iPhone is struck to update the latest version… Poor quality support from Amazon.,Reviewed in India on 12 October 2023,/gp/customer-reviews/R1S83WL7ZGPWYU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,220,India,12-10-2023,NEGATIVE
Placeholder,2,Battery backup is low,Battery back up is very lowdescription shows 20 plaback hours bt hardly if we use its just for 5 to 6 hours. Disappointed with battery nd temperature of Phone nd phone gets heated up for just usage of half an hour,Reviewed in India on 10 May 2022,/gp/customer-reviews/R1EHH5J3R20MCG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,221,India,10-05-2022,NEGATIVE
Placeholder,2,Screen white,Usingcontinuously2 year and after updated screen is white facing problem and not workingservice centre is delhi and away from my home town .,Reviewed in India on 9 April 2024,/gp/customer-reviews/R3IP0L2KNDA2I9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,222,India,09-04-2024,NEGATIVE
Placeholder,1,Bad phone for Battery,Battery no work Battery backup only 2 hours phone is comfortable but is not work isliye phone no lijiye koi v,Reviewed in India on 1 September 2024,/gp/customer-reviews/R21K1JE1F8BJE4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,223,India,01-09-2024,NEGATIVE
Placeholder,1,Worst phone ever purchased,The microphone does not work at all. Went up to the service center to check that and they are saying it is all ok and suggesting to add the screen guard and remove the back coverDid that as well but nothing is working to solve the issue. Amazon on the other hand is saying that they won’t replace the phone or refund the amountNot at all accepted from a company like Amazon that they do not evaluate the seller and allow them to sell through their platform.,Reviewed in India on 5 August 2024,/gp/customer-reviews/R2F90UAFUQ59BI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,224,India,05-08-2024,NEGATIVE
Placeholder,1,Small dent was observed and highly sound problem,"When I opened the box 1 very small dent was observed at edge, also after using for one month I am giving this review.This phone has super sound and network issue. I am not getting any support from Amazon or supplier end. Every time the person on other side can't hear my voice",Reviewed in India on 14 May 2024,/gp/customer-reviews/R36072RBIT6PPW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,225,India,14-05-2024,NEGATIVE
Placeholder,1,Don’t buy iphone in sale. Lightning cable duplicates. Not working after 7 months,Purchase in sale but lighting cable is duplicate and who know iPhone is original or not. Please don’t buy in sale or amazon or non authorised centre,Reviewed in India on 15 June 2024,/gp/customer-reviews/R5UHMX85WGFFX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,226,India,15-06-2024,NEGATIVE
Placeholder,1,Worst 1st I phone Experience,"Recently I have purchased I phone 13, on 14.10.2023 After 22 Days I'm facing charging issue, phone doesn't charge by the original apple adaptor and lighting cable,After visiting, the apple authorised service center ""Apple Authorised Service Provider - NGRT Systems, Ambuja Mall, Raipur"" on 28.11.2023,Technician said it is physically damaged due to it retains moisture from Air Conditioner, and it will cost Rs. 34000/- for repairing and more than 25 days it will take to repair in Banglore,is the Apple product is this much sensitive?And also chipped phones glass protector in the 15 minutes of their inspection.As a customer it was my dream to have an Apple product. the service provider and the product was ruined my 1st iphone experience.",Reviewed in India on 12 December 2023,/gp/customer-reviews/RH809NCT9EY5O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,227,India,12-12-2023,NEGATIVE
Pooja mahajan,5,Quality,Value of money product.brightness display battery all over good,Reviewed in India on 20 July 2024,/gp/customer-reviews/R19YZP288SJPO1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,228,India,20-07-2024,POSITIVE
Poonam,1,Mobile is getting heat,"Hii,I would like to share some thought's,I bought I phone📱 13 from Amazon in festival,Iam facing heating issues while using mobile, during charging and phone callls.I have addressed this issue with customer care alsow.Iam unable to replace the items because Amazon wants letter from apple service center.I think there should be replacement policy for apple phone also, because this is also man made products.I hope I will get proper support from Amazon and apple care.",Reviewed in India on 22 October 2023,/gp/customer-reviews/R1R9EAZTMO8FA0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,229,India,22-10-2023,NEGATIVE
Prasad,1,Complaint in 10 days from purchase,Within 10 days sim is not detecting,Reviewed in India on 18 May 2024,/gp/customer-reviews/R2Z3CS5IZIADT8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,230,India,18-05-2024,NEGATIVE
prasobh k.,4,Best👍,"Go for it,👍",Reviewed in India on 20 May 2024,/gp/customer-reviews/RLYLBUI1UN1JR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,231,India,20-05-2024,POSITIVE
Pratyush patwal,5,Value,Nice and best Experience with i-phone 13.....,Reviewed in India on 22 July 2024,/gp/customer-reviews/R2H7F2A2CVBUEH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,232,India,22-07-2024,POSITIVE
Praveenkumar.ravva,2,not happy with this apple product,"iam not happy with this product why because charger not provided by apple, this is extra burden to customers, without charger adapter how we can charge, by default adapter should give",Reviewed in India on 14 October 2022,/gp/customer-reviews/R2FWWLY2N30LXT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,233,India,14-10-2022,NEGATIVE
Prem Kumar,1,PLEASE DONT BUY IPHONES FROM AMAZON IAM GOT SCAMMED,"I RECEIVED IPHONE 13 ORDERED FROM AMAZON, IN WHICH FRONT CAMERA, REAR CAMERA, TORCH AND FACE ID NOT WORKING, AND I NEED TO REPLACE THE PRODUCT FOR WHICH I'am SOLD WITH A DEFECTIVE IPHONE 13. NO PROPER RESPONSE FROM CUSTOMER SERVICE TEAM FINALLY PRODUCT WAS NOT REPLACED IAM FORCED TO SERVICE THE PHONE.WASTE OF MONEY.PLEASE DONT BUY I PHONES FROM AMAZON",Reviewed in India on 19 December 2023,/gp/customer-reviews/RMDPSURPKJMLU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,234,India,19-12-2023,NEGATIVE
Prem Tandon,2,Return as faulty product,iPhone is not functioning properly no Internet is deducting from sim only wifi is working,Reviewed in India on 1 June 2024,/gp/customer-reviews/RDK3FJTYH5Y7M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,235,India,01-06-2024,NEGATIVE
Priyagni,5,Maestro,"iPhone 13 is an excellent upgrade. The camera takes beautiful pictures, and the design is so elegant. The performance is powerful, and I’m glad I switched from Samsung.",Reviewed in India on 6 September 2024,/gp/customer-reviews/R1FJNOEIZFGL5Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,236,India,06-09-2024,POSITIVE
priyank vyas,2,Overnight battery draining issue,"It's been less than a year and I am facing overnight battery draining issue, to give you an example i charged my phone at 78% yesterday at 7.40 PM and today morning at 97.00 AM the battery got drained upto 22%. I have not even touched my phone. I tried many things ,I was using low power mode, stopped background application refreshing, and even turned of wifi,mobile data and location. This was the costliest phone i bought last year and this has serious battery issues.",Reviewed in India on 1 September 2024,/gp/customer-reviews/R1Z3Z1X36R62H2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,237,India,01-09-2024,NEGATIVE
Priyanshu,5,♥️🔥,"’m thoroughly impressed with the iPhone 13. The camera quality is excellent, and the performance is super smooth. Loved shifting from my Samsung to this.",Reviewed in India on 27 August 2024,/gp/customer-reviews/RF67EPJT70EPF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,238,India,27-08-2024,POSITIVE
Priyanshu Sharma,4,"I loved it, if I forgot the price 😄","I used this phone is very smooth, fast, camera quality is natural photos, performance is great i play call of duty very nice 🙂👍",Reviewed in India on 12 July 2024,/gp/customer-reviews/RAOQOUWN6VW3I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,239,India,12-07-2024,POSITIVE
