Unnamed: 0,review_profile_name,review_rating,review_title,review_body,review_context,review_link,review_id,Place,Date,sentiment_label,cleaned_review_body,lemma_review_body,forAnalysis,predicted_sentiment,predicted_sentiment_score,predicted_emotions,emotion,pros_list
35,Amit,4,Camera quality is awesome 👍,I'm not a iPhone person but red colour is mine ♥️ my first iPhone purchase so I love camara quality ❣️ so happy with iPhone 13 🫶,Reviewed in India on 20 January 2024,/gp/customer-reviews/RORYJ4SGBNNO7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,36,India,20-01-2024,POSITIVE,m not iphone person red colour mine my first iphone purchase love camara quality happy with iphone 13,m not iphone person red colour mine my first iphone purchase love camara quality happy with iphone 13,True,POSITIVE,0.9986120462417604,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.7893681526184082, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],"['Love for camera quality on the iPhone, particularly highlighting its performance as their first iPhone purchase.', 'Satisfaction and happiness expressed towards purchasing an iPhone 13.', 'Personal preference of red color being part of their selection criteria (not a direct product feature).\n\nNote: The pros listed are related to customer satisfaction with the camera quality, overall experience with the iPhone as well as personal preferences for its appearance rather than specific features or functionalities mentioned in this particular review snippet.']"
37,Amit Mukhedkar,5,Superb phone,Over performance of the phone is nice,Reviewed in India on 23 July 2024,/gp/customer-reviews/R1QP82WM0T73QX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,38,India,23-07-2024,POSITIVE,over performance phone nice,over performance phone nice,True,POSITIVE,0.9984878301620485,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],['Over performance of the phone']
38,Ananth Machiraju,5,The iPhone 13 is the new benchmark for flagship phones...!,"We're pretty confident when we say that the iPhone 13 is the best iPhone for most people. It may look like Apple has only changed the position of one of the phone's back cameras since last year's model, but trust us when we say that there are more substantial upgrades than that. With a new display, larger battery, and better camera hardware and software, the iPhone 13 is the new benchmark for flagship phones.Once again, Apple's made the iPhone 13 far more powerful than its Android competitors thanks to its 5G-ready A15 Bionic chip. If the raw performance doesn't interest you, photographers can play with the new Photographic Style filters in the camera app, while videographers will be excited by the new Cinematic mode focus-racking ability.The regular iPhone 13 has some flaws. The charging is still relatively slow compared to some Android phones. And I don't like that only the iPhone 13 Pro models get a 120Hz display and telephoto zoom. But based on my in-depth iPhone 13 review, this new iPhone is the best phone for the money.The overall display quality continues to be stellar. When watching the trailer for The Matrix Resurrections, I was mesmerized by the neon code encircling Neo as he walked down the street, and in another scene, I could make out individual hairs on Neo’s beard as he stared up into the sun.DISPLAY1. Smaller notch makes the display a bit more immersive2. Slightly different button placement3. Pink and blue are standout colors4. New Green color launched March 2022CAMERA1. Bright and colorful images beat Samsung2. Ultra-wide camera delivers more scenes and improved Night mode3. Photographic styles give you creative controlVIDEO1. Cinematic mode automatically changes focus on subjects while adding bokeh2. Superior Dolby Vision HDR video qualityPERFORMANCE and A15 Bionic1.A15 Bionic is the fastest chip once again2. Machine learning performance notably betterBATTERY LIFE1.10 hours and 33 minutes of battery life, which is 2 hours better than the iPhone 12Software1.SharePlay lets you watch videos and listen to music with friends2. Focus cuts down on distractionsVERDICT :The iPhone 13 improves on what was already the best iPhone for most people by introducing a bunch of welcome enhancements. I especially like the longer battery life, as the iPhone 12’s endurance was underwhelming even for a 5G phone. I wouldn’t recommend that iPhone 12 owners upgrade to the new iPhone, but the iPhone 13 is worth it if you own an iPhone 11 or older device.I don’t think many people will care about the smaller notch. What truly stands out on the iPhone 13 is the camera. The low-light performance is even better now, and computational photography features like Cinematic mode and Photographic styles flex the A15 Bionic’s muscles in ways that go way beyond benchmarks.I’m also glad Apple doubled the starting storage at 128GB, as that move was overdue and puts the new iPhone on par with Android flagships. I’d like to see Apple offering faster charging next time around — be it via USB-C or MagSafe — as well as a 120Hz display.The bottom line is that the iPhone 13 is a fantastic phone and raises the bar for what you think a camera phone can do.",Reviewed in India on 27 July 2022,/gp/customer-reviews/R3AREU80JEE5EO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,39,India,27-07-2022,POSITIVE,re confident say iphone 13 best iphone for most people may look like apple only changed position one phone back cameras since last year model trust us say substantial upgrades than with new display larger battery better camera hardware software iphone 13 new benchmark for flagship phones again apple made iphone 13 far powerful than android competitors thanks 5g ready a15 bionic chip raw performance doesn interest photographers play with new photographic style filters in camera app videographers excited by new cinematic mode focus racking ability regular iphone 13 some flaws charging still relatively slow compared some android phones like only iphone 13 pro models get 120hz display telephoto zoom based on my in depth iphone 13 review new iphone best phone for money overall display quality continues stellar watching trailer for matrix resurrections mesmerized by neon code encircling neo walked street in another scene could make out individual hairs on neo beard stared into sun display1 smaller notch makes display bit immersive2 slightly different button placement3 pink blue standout colors4 new green color launched march 2022camera1 bright colorful images beat samsung2 ultra wide camera delivers scenes improved night mode3 photographic styles give creative controlvideo1 cinematic mode automatically changes focus on subjects adding bokeh2 superior dolby vision hdr video qualityperformance a15 bionic1 a15 bionic fastest chip again2 machine learning performance notably betterbattery life1 10 hours 33 minutes battery life 2 hours better than iphone 12software1 shareplay lets watch videos listen music with friends2 focus cuts on distractionsverdict iphone 13 improves on already best iphone for most people by introducing bunch welcome enhancements especially like longer battery life iphone 12 endurance underwhelming even for 5g phone wouldn recommend iphone 12 owners upgrade new iphone iphone 13 worth own iphone 11 older device think many people care about smaller notch truly stands out on iphone 13 camera low light performance even better computational photography features like cinematic mode photographic styles flex a15 bionic muscles in ways go way beyond benchmarks m also glad apple doubled starting storage 128gb move overdue puts new iphone on par with android flagships d like see apple offering faster charging next time around via usb c magsafe 120hz display bottom line iphone 13 fantastic phone raises bar for think camera phone,re confident say iphone 13 good iphone for most people may look like apple only change position one phone back camera since last year model trust we say substantial upgrade than with new display large battery well camera hardware software iphone 13 new benchmark for flagship phone again apple make iphone 13 far powerful than android competitor thank 5 g ready a15 bionic chip raw performance doesn interest photographer play with new photographic style filter in camera app videographer excite by new cinematic mode focus rack ability regular iphone 13 some flaw charge still relatively slow compare some android phone like only iphone 13 pro model get 120hz display telephoto zoom base on my in depth iphone 13 review new iphone good phone for money overall display quality continue stellar watch trailer for matrix resurrection mesmerize by neon code encircle neo walk street in another scene could make out individual hair on neo beard stare into sun display1 small notch make display bit immersive2 slightly different button placement3 pink blue standout colors4 new green color launch march 2022camera1 bright colorful image beat samsung2 ultra wide camera deliver scene improve night mode3 photographic style give creative controlvideo1 cinematic mode automatically change focus on subject add bokeh2 superior dolby vision hdr video qualityperformance a15 bionic1 a15 bionic fast chip again2 machine learn performance notably betterbattery life1 10 hour 33 minute battery life 2 hour well than iphone 12software1 shareplay let watch video listen music with friends2 focus cut on distractionsverdict iphone 13 improve on already good iphone for most people by introduce bunch welcome enhancement especially like long battery life iphone 12 endurance underwhelme even for 5 g phone wouldn recommend iphone 12 owner upgrade new iphone iphone 13 worth own iphone 11 old device think many people care about small notch truly stand out on iphone 13 camera low light performance even well computational photography feature like cinematic mode photographic style flex a15 bionic muscle in way go way beyond benchmark m also glad apple double start storage 128 gb move overdue put new iphone on par with android flagship d like see apple offer fast charge next time around via usb c magsafe 120hz display bottom line iphone 13 fantastic phone raise bar for think camera phone,True,POSITIVE,0.9988723397254944,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.8136758804321289, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],"['Smaller notch makes the display more immersive', 'Slightly different button placement', 'Pink and blue are standout colors', 'New Green color launched March 2022', ""Bright and colorful images beat Samsung's camera quality"", 'Ultra', 'wide camera delivers more scenes and improved Night mode', 'Photographic styles give you creative control over your photos', 'Cinematic mode automatically changes focus on subjects while adding bokeh, enhancing video experience with superior Dolby Vision HDR quality.']"
40,Aniruddh Singh,2,Poor Wifi,"Wifi issue after 6-7 months, wifi remains connected but can't open any websites, after switching to mobile network, things works well",Reviewed in India on 3 August 2023,/gp/customer-reviews/RVPA95OE887Z6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,41,India,03-08-2023,NEGATIVE,wifi issue after 6 7 months wifi remains connected open any websites after switching mobile network things works,wifi issue after 6 7 month wifi remain connect open any website after switch mobile network thing work,True,POSITIVE,0.991872012615204,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"[""['Can switch to Mobile Network']""]"
43,Ankit kalbande,4,Quality,"Okay so talking about the phone, before the delivery i was worried about the product as i saw there were not many reviews from other buyers about the seller.. But delivery went well and i got the iPhone.No lies the phone is so far good but there's a catch when i unboxed the package the iPhone box had some dirt on it not too much but it was there then inside the box there was the phone which had some of dust particles on it i don't know how but the phone was sealed packed!!Now talking about the phone it's nice and it's been just one day of having it.. Will write a full review after a longer usage then conclude my thoughts on it but ya phone looks and feel in Starlight color is very premium. From switching Android to IOS it's bit a different feel can't explain that but yaa it'll take time to adjust.",Reviewed in India on 9 October 2023,/gp/customer-reviews/ROANMS8ORXVZ3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,44,India,09-10-2023,POSITIVE,okay talking about phone before delivery worried about product saw not many reviews other buyers about seller delivery went got iphone no lies phone far good catch unboxed package iphone box some dirt on not much inside box phone some dust particles on know how phone sealed packed talking about phone nice one day write full review after longer usage conclude my thoughts on ya phone looks feel in starlight color premium switching android ios bit different feel explain yaa ll take time adjust,okay talk about phone before delivery worry about product see not many review other buyer about seller delivery go get iphone no lie phone far good catch unboxed package iphone box some dirt on not much inside box phone some dust particle on know how phone seal pack talk about phone nice one day write full review after long usage conclude my thought on ya phone look feel in starlight color premium switch android io bit different feel explain yaa ll take time adjust,True,POSITIVE,0.9986826777458192,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Phone looks and feels like premium, especially the Starlight color finish.', 'Good performance so far within one day of usage.', 'Delivery was smooth with no issues reported up until this point in reviewing process.', 'Appearance despite some dirt on packaging; phone itself is clean when opened carefully.']"
47,Antony.B,5,Nice Product F serious,I m satisfied with this beautiful product but I received F serious Serial number apart from signal issuetower issue rest phone work good,Reviewed in India on 4 August 2024,/gp/customer-reviews/R3R2BZUSWS7XCY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,48,India,04-08-2024,POSITIVE,m satisfied with beautiful product received f serious serial number apart signal issuetower issue rest phone work good,m satisfied with beautiful product receive f serious serial number apart signal issuetow issue rest phone work good,True,POSITIVE,0.9988515377044678,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.8702576756477356, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],"['Beautiful product', 'Satisfied customer\n\nNone mentioned regarding the pros of the experience or aspects beyond satisfaction and aesthetics. The review does indicate dissatisfaction due to serial number issues, which is not relevant for listing pros. If there were any additional positive points made about other features or services that contributed positively to their overall experience (not explicitly stated in this snippet), those would be listed as well following the same format but are absent here based on the provided text.']"
50,ApTreX,5,Truly worth the money spent! Even if you go broke!,"My honest review after going broke buying this depreciating object.I have been using android phones since the last 10 years and finally decided to switch to iPhone! I used to roast iPhone for its prices, lack of features and also things like power adapter not given in box etc, but my last android phone (iqoo 7 legend) had lot of software related issues and battery issues after updating it to android 12, tired of bugs and software glitches in android, I finally decided to buy a iPhone and switch from android to iOS And Boy Was I right!I never even held an iPhone In my life before because of its price, but now I made a great choice even if I had to spend all my savings on it.iPhone 13 is so smooth that even my IQOO 7 Legend with 120hz feels slower than it even if iPhone has only 60hz. And I can’t believe what I’m seeing, all the games/apps are so much smoother and optimised than on android.I was very sceptical about the charging speed of an iPhone Because in Iqoo I had 66w fast charger where as for iPhone I had to buy 20w separate fast charger for 1800rs, but charging speed isn’t disappointing.Display quality is truly flagship level and I’m quite a fan of the small 6.1 display believe it or not, being able to reach the top of display with just one hand is very helpful, Build quality is great.I would recommend NOT to waste extra 40k for buying 13 pro. Because I don’t think having a extra camera telephoto lens is worth spending 40k.You can see in the 3rd image attached the quality of wide angle camera pic shot on my iPhone 13, wide angle camera struggles in low light, but main camera is really good, captures true colours. Front camera is really good too, truly flagship.Speakers are Great.Battery life is better than my previous devices,iOS is very optimised in terms of battery life, easy 8hrs sot on normal usage.NOTE : While playing BGMI you loose around 2% battery every 6minutes at HD + Extreme Graphics. Which is also good. Pro Max Would Be far better in terms of battery.For the software? Yes I feel like there are few downsides, even if the software is very smooth and has very less bugs, it has two annoying things : any game gets paused when you open control centre just to check the battery etc, Lock Screen is annoying and also having to reach the top left corner just to see notifications is also annoying, clearing all notifications is also very annoying.But other than that a perfect 10/10 purchase. I was very disappointed at myself when I paid for the iPhone but when I received it I was truly happy that I bought it.Truly worth it.",Reviewed in India on 6 February 2022,/gp/customer-reviews/R1ROPVLONGNUAZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,51,India,06-02-2022,POSITIVE,my honest review after going broke buying depreciating object using android phones since last 10 years finally decided switch iphone used roast iphone for prices lack features also things like power adapter not given in box etc my last android phone iqoo 7 legend lot software related issues battery issues after updating android 12 tired bugs software glitches in android finally decided buy iphone switch android ios boy right never even held iphone in my life before price made great choice even spend all my savings on iphone 13 smooth even my iqoo 7 legend with 120hz feels slower than even iphone only 60hz believe m seeing all games apps much smoother optimised than on android sceptical about charging speed iphone in iqoo 66w fast charger for iphone buy 20w separate fast charger for 1800rs charging speed isn disappointing display quality truly flagship level m quite fan small 6 1 display believe not able reach top display with one hand helpful build quality great would recommend not waste extra 40k for buying 13 pro think extra camera telephoto lens worth spending 40k see in 3rd image attached quality wide angle camera pic shot on my iphone 13 wide angle camera struggles in low light main camera really good captures true colours front camera really good truly flagship speakers great battery life better than my previous devices ios optimised in terms battery life easy 8hrs sot on normal usage note playing bgmi loose around 2 battery every 6minutes hd extreme graphics also good pro max would far better in terms battery for software yes feel like downsides even software smooth less bugs two annoying things any game gets paused open control centre check battery etc lock screen annoying also reach top left corner see notifications also annoying clearing all notifications also annoying other than perfect 10 10 purchase disappointed paid for iphone received truly happy bought truly worth,my honest review after go break buying depreciate object use android phone since last 10 year finally decide switch iphone use roast iphone for price lack feature also thing like power adapter not give in box etc my last android phone iqoo 7 legend lot software relate issue battery issue after update android 12 tired bug software glitch in android finally decide buy iphone switch android io boy right never even hold iphone in my life before price make great choice even spend all my saving on iphone 13 smooth even my iqoo 7 legend with 120hz feel slow than even iphone only 60hz believe m see all game app much smooth optimise than on android sceptical about charge speed iphone in iqoo 66w fast charger for iphone buy 20w separate fast charger for 1800rs charge speed isn disappointing display quality truly flagship level m quite fan small 6 1 display believe not able reach top display with one hand helpful build quality great would recommend not waste extra 40k for buy 13 pro think extra camera telephoto lens worth spend 40k see in 3rd image attach quality wide angle camera pic shoot on my iphone 13 wide angle camera struggle in low light main camera really good capture true colour front camera really good truly flagship speaker great battery life well than my previous device io optimise in term battery life easy 8hrs sot on normal usage note play bgmi loose around 2 battery every 6minute hd extreme graphic also good pro max would far well in term battery for software yes feel like downside even software smooth less bug two annoying thing any game get pause open control centre check battery etc lock screen annoying also reach top left corner see notification also annoy clear all notification also annoy other than perfect 10 10 purchase disappoint pay for iphone receive truly happy buy truly worth,True,POSITIVE,0.9987778067588806,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"[""Smooth performance, even feels faster compared to previous device with higher refresh rate (60hz vs iPhone's 60hz)"", 'Games/apps run smoother and better optimized on iOS than Android devices', 'Display quality is flagship level; easy reachability of the top edge for one hand operation', 'Build quality feels great in terms of feel, build sound, vibration feedback etc.', 'Front camera captures true colors well despite being a wide angle lens model', ""Speakers are rated as 'Great' by user"", 'Battery life is better than previous devices and iOS optimizes battery usage effectively for normal device use duration of around 8 hours', 'Noted that iPhone loses about 2% battery every 6 minutes while playing a game, but still considered an improvement over the past experience with Android.']"
54,Arjun,4,Very nice,It’s a awesome 😍,Reviewed in India on 7 June 2024,/gp/customer-reviews/R10BWXIUOZP3MS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,55,India,07-06-2024,POSITIVE,awesome,awesome,True,POSITIVE,0.9985532164573668,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Awesome quality and design (implied from ""it\'s awesome"")', 'Positive emotional reaction (""😍"" suggests joy or pleasure)']"
59,Ashish,5,Actually beast,It’s almost one year ago I bought this phoneMy battery health is 95%This gives me almost full day backup,Reviewed in India on 14 July 2024,/gp/customer-reviews/RPPTZHQCMVGIK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,60,India,14-07-2024,POSITIVE,one year ago bought phonemy battery health 95 gives full day backup,one year ago buy phonemy battery health 95 give full day backup,True,POSITIVE,0.9987465143203736,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': 0.7718282341957092, 'sadness': None, 'surprise': None}",['neutral'],['Battery life with a 95% charge remaining provides nearly a full day of backup on a single charge.']
61,Asterio,5,Good,Loving my new iPhone 13! The camera quality is fantastic and the design is very elegant. The performance is smooth,Reviewed in India on 12 July 2024,/gp/customer-reviews/R3JD0MAT89W10P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,62,India,12-07-2024,POSITIVE,loving my new iphone 13 camera quality fantastic design elegant performance smooth,love my new iphone 13 camera quality fantastic design elegant performance smooth,True,POSITIVE,0.9988860487937928,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.9162487983703613, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],"['Camera quality is fantastic', 'Design is very elegant', 'Performance is smooth']"
65,Ayush,5,Fantastic phone go for it,If under 45k go for itnever get regret,Reviewed in India on 27 July 2024,/gp/customer-reviews/R2YTXCTJH7R7M0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,66,India,27-07-2024,POSITIVE,under 45k go for itnever get regret,under 45k go for itnever get regret,True,POSITIVE,0.9985551238059998,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.932370662689209, 'surprise': None}",['sadness'],"['Good deal price range ($0', '$45k)', 'No regrets after purchase decision\n\nNone (no specific pros mentioned beyond the implied satisfaction with a good value and lack of post', 'purchase remorse).']"
66,Azhar Islam,2,battery not upto the mark,Everything about this iphone is good axcept battery. I have tp charge it twice a day and camera is good not best but video recording is beast settings app hangs sometimes and background app refresh doesn't work properly maybe it will get better with update,Reviewed in India on 3 March 2023,/gp/customer-reviews/R3B9GLTOYGYJLP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,67,India,03-03-2023,NEGATIVE,everything about iphone good axcept battery tp charge twice day camera good not best video recording beast settings app hangs sometimes background app refresh doesn work properly get better with update,everything about iphone good axcept battery tp charge twice day camera good not good video recording beast settings app hang sometimes background app refresh doesn work properly get well with update,True,POSITIVE,0.9981873631477356,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Good phone overall', 'Camera quality acceptable for videos, described as ""beast"" settings', 'Phone has positive aspects that might improve in future updates.']"
67,Aztech,5,Apple phone,"As it is an apple product, quality is ensured and proven",Reviewed in India on 22 August 2024,/gp/customer-reviews/R159GE2Q7WQVXW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,68,India,22-08-2024,POSITIVE,apple product quality ensured proven,apple product quality ensure prove,True,POSITIVE,0.9985515475273132,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Quality assured for Apple products', 'Proven reliability of Apple products']"
70,Bharadwaj,5,Best iPhone,Affordable priced iPhone. Great build quality and fabulous user experience,Reviewed in India on 31 August 2024,/gp/customer-reviews/R29WS3N7ZTHQ2F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,71,India,31-08-2024,POSITIVE,affordable priced iphone great build quality fabulous user experience,affordable price iphone great build quality fabulous user experience,True,POSITIVE,0.9989155530929564,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Affordable pricing', 'Excellent build quality', 'Positive user experience']"
75,Blabz,4,Awesome price,Got this in sale for a super value price. Phone is good one can find lots of reviews on it elsewhere.One star reduced because amazon collected 1k more at the time of exchange on a flawless phone exchange with no reasons and complaint which was raised to be resolved in 72hrs is on shelf.Be careful with exchange sometimes it can be misleading.,Reviewed in India on 17 October 2023,/gp/customer-reviews/R11TTT00HYVEV7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,76,India,17-10-2023,POSITIVE,got in sale for super value price phone good one find lots reviews on one star reduced amazon collected 1k time exchange on flawless phone exchange with no reasons complaint raised resolved in 72hrs on shelf careful with exchange sometimes misleading,get in sale for super value price phone good one find lot review on one star reduce amazon collect 1k time exchange on flawless phone exchange with no reason complaint raise resolve in 72hrs on shelf careful with exchange sometimes mislead,True,POSITIVE,0.9984208345413208,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Good value price for the product', 'Lots of reviews available elsewhere, indicating reliability or interest from other customers', 'Superior phone quality (implied by ""one star reduced"")', 'Flawless phone exchange process mentioned without reasons and complaints raised being on shelf within a reasonable timeframe']"
76,Bobby,5,It’s completely worth it product,I’m using it from almost 2 months there no issue I’m facing as such now …camera quality is great 👍 and best part is it’s Display gives you premium experience u can go for it,Reviewed in India on 17 August 2024,/gp/customer-reviews/RACO676WH8VYK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,77,India,17-08-2024,POSITIVE,m using 2 months no issue m facing camera quality great best part display gives premium experience u go for,m use 2 month no issue m face camera quality great good part display give premium experience u go for,True,POSITIVE,0.9988698363304138,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.9767968058586121, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],"['Camera quality is great.', 'Best display giving a premium experience.']"
79,CHAITAN,2,Gaming,"iPhone 13 for bgmi is actually, averageIt provide 60 FPS But so heat without AC or fan, don’t purchase iPhone 13, if you want to Purchase Then go to android, is better option?If you play out games, I think you go to android is best because I think every phone in android will get 90 FPS I definitely recommend to buy Iqoo 12 🫨",Reviewed in India on 24 August 2024,/gp/customer-reviews/R1EHIAFKGVJPI5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,80,India,24-08-2024,NEGATIVE,iphone 13 for bgmi averageit provide 60 fps heat without ac fan purchase iphone 13 want purchase go android better option play out games think go android best think every phone in android get 90 fps definitely recommend buy iqoo 12,iphone 13 for bgmi averageit provide 60 fps heat without ac fan purchase iphone 13 want purchase go android well option play out game think go android good think every phone in android get 90 fps definitely recommend buy iqoo 12,True,POSITIVE,0.9987577199935912,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['iPhone 13 provides 60 FPS.', ""Every phone on Android can potentially provide 90 FPS for gaming, according to the reviewer's perception and recommendation of buying an iQoo 12 instead due to heat issues with iPhone 13 without AC or fan.""]"
80,chetana kaushik,5,i phone,camera quality is top,Reviewed in India on 11 August 2024,/gp/customer-reviews/R1834ZUAPDN4T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,81,India,11-08-2024,POSITIVE,camera quality top,camera quality top,True,POSITIVE,0.9986758828163148,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': 0.8962730169296265, 'sadness': None, 'surprise': None}",['neutral'],['Camera Quality: Top\n\n\n## Instruction 2 (More Diffthor and Complex)']
82,Consumer,4,Good Choice,Good Camera Quality in Night as well as in Day Light Battery should be an issue for such consumers who use it for heavy use other wise good product at that price 45k,Reviewed in India on 14 December 2023,/gp/customer-reviews/R1D3HWJM3FDKR8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,83,India,14-12-2023,POSITIVE,good camera quality in night in day light battery issue for consumers use for heavy use other wise good product price 45k,good camera quality in night in day light battery issue for consumer use for heavy use other wise good product price 45k,True,POSITIVE,0.9987323880195618,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': 0.7451680898666382, 'sadness': None, 'surprise': None}",['neutral'],"['Good camera quality both during the day and night', 'Reasonable price of $45,000 (implied as a positive aspect considering its high cost)', ""Suitable for heavy usage despite battery concerns mentioned by reviewer\n\nNone. While there are some implications made about pros in this review, they're mostly indirect comments and assumptions rather than explicit positives listed within the text itself.""]"
